"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"2403277XTOVRBQ","Selesai","","","JNT3808673995","Reguler","Pick-up","2024-03-29 06:24","2024-03-28 18:24","2024-03-27 05:02","2024-03-27 06:24","SPayLater","ROK-083","Rok Mini Wanita Vintage Import","ROK-083-Coklat-L","Coklat, L","309000","249400","1","0","249400","59600","0","0","159","1","159","0","0","0","0","0","0","0","0","15000","0","0","264400","15000","","","user_eogkbp","Pembeli 9953","6287183858252","Jl. Mawar No. 20, RT 08/RW 06","Medan","Sumatera Utara","2024-03-29 18:24"
"241116OAAJPWA0","Selesai","","","SPX1907681961","Hemat","Pick-up","2024-11-18 12:42","2024-11-17 19:42","2024-11-16 11:08","2024-11-16 12:42","ShopeePay","OUT-092","Outer Wanita Premium Murah","OUT-092-Maroon-All Size","Maroon, All Size","186000","115100","5","0","575500","354500","0","0","360","5","1800","0","0","0","0","0","0","0","0","0","10000","0","575500","10000","","","user_8im3ol","Pembeli 7365","6285327203170","Jl. Mawar No. 32, RT 01/RW 04","Tangerang","Banten","2024-11-19 19:42"
"2402129DTP3N6D","Selesai","","","JP8730854381","Hemat","Pick-up","2024-02-14 08:03","2024-02-12 21:03","2024-02-12 08:02","2024-02-12 08:03","COD","KAO-053","Kaos Wanita Casual Elegan","KAO-053-Maroon-L","Maroon, L","123000","82400","1","0","82400","40600","10000","0","221","1","221","10000","0","0","0","0","0","1962","0","15000","0","0","85438","15000","","","user_g29flv","Pembeli 6175","6289082572759","Jl. Mawar No. 97, RT 05/RW 07","Bekasi","Jawa Barat","2024-02-13 21:03"
"240602GXZXFFAE","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Sistem","","Same Day","Pick-up","2024-06-04 18:20","","2024-06-02 18:16","","SPayLater","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Lilac-All Size","Lilac, All Size","139000","103400","3","0","310200","106800","5000","0","279","3","837","5000","0","0","0","0","0","0","0","0","25000","0","305200","25000","","","user_1ymse6","Pembeli 1170","6283273350122","Jl. Mawar No. 28, RT 02/RW 05","Surabaya","Jawa Timur",""
"2408115547T3K9","Selesai","","","JP2655558236","Reguler","Pick-up","2024-08-13 10:06","2024-08-13 07:06","2024-08-11 08:29","2024-08-11 10:06","Kartu Kredit","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Maroon-All Size","Maroon, All Size","34000","23400","1","0","23400","10600","0","0","320","1","320","0","0","0","0","0","0","2881","0","5000","0","0","25519","5000","","","user_zywpgp","Pembeli 7595","6287341287935","Jl. Mawar No. 97, RT 03/RW 03","Tangerang","Banten","2024-08-18 07:06"
"240604C3F4SZ23","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Instant","Antar ke counter","2024-06-06 06:06","","2024-06-04 05:57","","Kartu Kredit","CAR-093","Cardigan Wanita Formal Terbaru","CAR-093-Sage green-L","Sage green, L","367000","272400","3","0","817200","283800","0","15000","199","3","597","0","0","15000","0","0","0","0","0","0","30000","0","802200","30000","","","user_8xlwng","Pembeli 2992","6286401666627","Jl. Mawar No. 10, RT 09/RW 04","Medan","Sumatera Utara",""
"24042702LVRZND","Selesai","","","JNT3199109580","Kargo","Pick-up","2024-04-29 06:03","2024-04-28 00:03","2024-04-27 04:17","2024-04-27 06:03","COD","SWE-095","Sweater Wanita Slim Fit Bahan Adem","SWE-095-Hitam-XL","Hitam, XL","234000","198700","1","0","198700","35300","0","0","323","1","323","0","0","0","0","0","0","0","0","15000","0","0","213700","15000","","","user_26wc47","Pembeli 8086","6283043109218","Jl. Mawar No. 86, RT 05/RW 09","Depok","Jawa Barat","2024-05-01 00:03"
"240326GRPFHPAF","Diproses","","","JNT5723572551","Instant","Antar ke counter","2024-03-28 00:54","2024-03-27 19:54","2024-03-26 00:27","2024-03-26 00:54","Kartu Kredit","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Dusty pink-XL","Dusty pink, XL","98000","67500","3","0","202500","91500","0","0","217","3","651","0","0","0","0","0","0","0","0","0","25000","0","202500","25000","","","user_bequmw","Pembeli 4108","6285694282695","Jl. Mawar No. 96, RT 05/RW 07","Semarang","Jawa Tengah",""
"2404207JW9WCBW","Dikirim","","","JNT4971363559","Same Day","Antar ke counter","2024-04-22 19:34","2024-04-22 00:34","2024-04-20 17:48","2024-04-20 19:34","Kartu Kredit","OUT-040","Outer Wanita Kekinian Import","OUT-040-Putih-S","Putih, S","395000","288900","5","0","1444500","530500","0","15000","229","5","1145","0","0","15000","0","0","0","0","0","30000","0","0","1459500","30000","","","user_3pbc7r","Pembeli 6971","6287263787174","Jl. Mawar No. 85, RT 02/RW 05","Depok","Jawa Barat",""
"241129XVMFQ82S","Selesai","","","JNT0518920823","Instant","Antar ke counter","2024-12-01 01:47","2024-11-30 18:47","2024-11-29 00:48","2024-11-29 01:47","SPayLater","SWE-028","Sweater Wanita Kekinian Terbaru","SWE-028-Beige-M","Beige, M","378000","227600","4","0","910400","601600","5000","15000","334","4","1336","5000","0","15000","0","0","0","0","0","0","30000","0","890400","30000","","","user_k35hxd","Pembeli 7587","6283654352191","Jl. Mawar No. 60, RT 05/RW 04","Tangerang","Banten","2024-12-05 18:47"
"240105QG8KP1J7","Selesai","","","JNT8074975980","Hemat","Antar ke counter","2024-01-07 05:11","2024-01-06 13:11","2024-01-05 04:25","2024-01-05 05:11","Transfer Bank","SWE-072","Sweater Wanita Casual Murah","SWE-072-Navy-M","Navy, M","65000","61200","3","0","183600","11400","0","15000","375","3","1125","0","0","15000","0","0","0","0","0","0","20000","0","168600","20000","","","user_p7f2t7","Pembeli 7720","6282051050792","Jl. Mawar No. 3, RT 07/RW 09","Tangerang","Banten","2024-01-08 13:11"
"240724PN6J25QG","Diproses","","","SICEPAT8102809414","Same Day","Pick-up","2024-07-26 20:56","2024-07-25 12:56","2024-07-24 19:23","2024-07-24 20:56","COD","KAO-059","Kaos Wanita Oversize Elegan","KAO-059-Dusty pink-M","Dusty pink, M","386000","275100","5","0","1375500","554500","10000","0","395","5","1975","10000","0","0","0","0","0","0","0","0","10000","0","1365500","10000","","","user_scan30","Pembeli 9946","6282588059031","Jl. Mawar No. 14, RT 07/RW 05","Bekasi","Jawa Barat",""
"240415R5DS2FIY","Selesai","","","SPX1638551856","Kargo","Antar ke counter","2024-04-17 00:27","2024-04-16 18:27","2024-04-15 00:22","2024-04-15 00:27","Transfer Bank","JAK-011","Jaket Wanita Polos Import","JAK-011-Hitam-All Size","Hitam, All Size","390000","345000","5","0","1725000","225000","10000","15000","167","5","835","10000","0","15000","0","0","0","2469","0","10000","0","0","1707531","10000","","","user_hptmtk","Pembeli 5487","6283496051506","Jl. Mawar No. 87, RT 09/RW 07","Depok","Jawa Barat","2024-04-20 18:27"
"241202PDBX52NI","Selesai","","","SICEPAT8476467983","Hemat","Antar ke counter","2024-12-04 20:52","2024-12-03 14:52","2024-12-02 19:21","2024-12-02 20:52","Transfer Bank","KAO-031","Kaos Wanita Korean Style Murah","KAO-031-Lilac-All Size","Lilac, All Size","286000","204500","2","0","409000","163000","10000","15000","345","2","690","10000","0","15000","0","0","0","0","0","20000","0","0","404000","20000","","","user_b39us6","Pembeli 8380","6288863128081","Jl. Mawar No. 5, RT 03/RW 04","Bekasi","Jawa Barat","2024-12-07 14:52"
"241015UOF7F8T3","Selesai","","","JNT8312580119","Reguler","Pick-up","2024-10-17 20:56","2024-10-16 13:56","2024-10-15 20:53","2024-10-15 20:56","Kartu Kredit","DRE-086","Dress Wanita Slim Fit Import","DRE-086-Maroon-M","Maroon, M","379000","346300","5","0","1731500","163500","10000","0","213","5","1065","10000","0","0","0","0","0","0","0","0","25000","0","1721500","25000","","","user_l7s4ax","Pembeli 2509","6281714686964","Jl. Mawar No. 86, RT 09/RW 01","Bandung","Jawa Barat","2024-10-20 13:56"
"240425WUEFG0K2","Dikirim","","","JNT7570603185","Instant","Antar ke counter","2024-04-27 14:50","2024-04-26 16:50","2024-04-25 13:14","2024-04-25 14:50","Transfer Bank","ROK-013","Rok Midi Wanita Formal Terbaru","ROK-013-Navy-L","Navy, L","224000","169500","3","0","508500","163500","5000","0","221","3","663","5000","0","0","0","0","0","0","0","0","10000","0","503500","10000","","","user_popdlw","Pembeli 9529","6281677102768","Jl. Mawar No. 58, RT 08/RW 03","Makassar","Sulawesi Selatan",""
"2407051MGY1EC8","Dikirim","","","JNT2041204767","Same Day","Pick-up","2024-07-07 16:08","2024-07-07 14:08","2024-07-05 15:54","2024-07-05 16:08","Transfer Bank","HIJ-057","Hijab Wanita Formal Elegan","HIJ-057-Dusty pink-S","Dusty pink, S","60000","37300","1","0","37300","22700","10000","15000","192","1","192","10000","0","15000","0","0","0","3399","0","0","20000","0","8901","20000","","","user_mnpdj7","Pembeli 1875","6287333839727","Jl. Mawar No. 46, RT 03/RW 01","Makassar","Sulawesi Selatan",""
"241031HY24S8E4","Dikirim","","","JP8862197353","Instant","Pick-up","2024-11-02 16:41","2024-11-02 13:41","2024-10-31 15:34","2024-10-31 16:41","ShopeePay","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Navy-S","Navy, S","98000","63100","1","0","63100","34900","10000","0","217","1","217","10000","0","0","0","0","0","0","0","0","5000","0","53100","5000","","","user_qaopks","Pembeli 9381","6281859182408","Jl. Mawar No. 91, RT 02/RW 07","Surabaya","Jawa Timur",""
"2406135O1CE7B5","Selesai","","","SPX4559388731","Kargo","Antar ke counter","2024-06-15 21:37","2024-06-15 00:37","2024-06-13 19:44","2024-06-13 21:37","Kartu Kredit","ROK-070","Rok Midi Wanita Korean Style Elegan","ROK-070-Maroon-All Size","Maroon, All Size","348000","316900","5","0","1584500","155500","10000","15000","294","5","1470","10000","0","15000","0","0","0","1757","0","30000","0","0","1587743","30000","","","user_bo1c4k","Pembeli 2141","6287688048060","Jl. Mawar No. 60, RT 08/RW 02","Yogyakarta","DI Yogyakarta","2024-06-17 00:37"
"240918K8DITWPL","Dikirim","","","SPX5942158666","Instant","Antar ke counter","2024-09-20 11:54","2024-09-19 04:54","2024-09-18 10:40","2024-09-18 11:54","SPayLater","CAR-065","Cardigan Wanita Basic Terbaru","CAR-065-Hitam-S","Hitam, S","321000","281100","3","0","843300","119700","10000","15000","213","3","639","10000","0","15000","0","0","0","0","0","0","30000","0","818300","30000","","","user_nmwnpn","Pembeli 8493","6285263637550","Jl. Mawar No. 32, RT 03/RW 08","Tangerang","Banten",""
"240101TUELS4Z6","Selesai","","","JP5623999298","Same Day","Antar ke counter","2024-01-03 08:45","2024-01-02 10:45","2024-01-01 08:01","2024-01-01 08:45","Kartu Kredit","CAR-044","Cardigan Wanita Korean Style Terbaru","CAR-044-Putih-S","Putih, S","392000","241000","5","0","1205000","755000","0","0","311","5","1555","0","0","0","0","0","0","2215","0","20000","0","0","1222785","20000","","","user_cnlhjn","Pembeli 7472","6284115113275","Jl. Mawar No. 73, RT 05/RW 01","Tangerang","Banten","2024-01-03 10:45"
"240708LKTDUJIZ","Selesai","","","JNT9411680523","Instant","Antar ke counter","2024-07-10 20:02","2024-07-10 07:02","2024-07-08 19:05","2024-07-08 20:02","Kartu Kredit","OUT-078","Outer Wanita Motif Bunga Murah","OUT-078-Sage green-XL","Sage green, XL","288000","189400","4","0","757600","394400","0","0","275","4","1100","0","0","0","0","0","0","0","0","30000","0","0","787600","30000","","","user_qdlt8q","Pembeli 4339","6289576162844","Jl. Mawar No. 51, RT 02/RW 04","Jakarta","DKI Jakarta","2024-07-13 07:02"
"240730MC9BLND4","Selesai","","","JNT2684264778","Same Day","Antar ke counter","2024-08-01 05:40","2024-07-31 13:40","2024-07-30 05:06","2024-07-30 05:40","Kartu Kredit","HIJ-057","Hijab Wanita Formal Elegan","HIJ-057-Mustard-M","Mustard, M","60000","43100","1","0","43100","16900","10000","0","192","1","192","10000","0","0","0","0","0","2503","0","25000","0","0","55597","25000","","","user_noyape","Pembeli 2403","6287021642105","Jl. Mawar No. 44, RT 09/RW 07","Depok","Jawa Barat","2024-08-05 13:40"
"240920HAXWDLPB","Selesai","","","SICEPAT3046747614","Instant","Antar ke counter","2024-09-22 02:55","2024-09-20 17:55","2024-09-20 02:47","2024-09-20 02:55","SPayLater","SET-068","Setelan Wanita Formal Murah","SET-068-Dusty pink-M","Dusty pink, M","232000","176600","1","0","176600","55400","0","15000","183","1","183","0","0","15000","0","0","0","0","0","0","30000","0","161600","30000","","","user_v8ay0r","Pembeli 9639","6282945222814","Jl. Mawar No. 9, RT 02/RW 07","Yogyakarta","DI Yogyakarta","2024-09-21 17:55"
"240414YHALX6IA","Selesai","","Pengembalian Barang/Dana","SPX1146025840","Same Day","Pick-up","2024-04-16 20:30","2024-04-16 14:30","2024-04-14 18:44","2024-04-14 20:30","Kartu Kredit","CEL-001","Celana Kulot Wanita Rajut Terbaru","CEL-001-Hitam-L","Hitam, L","376000","233700","3","1","701100","426900","0","0","339","3","1017","0","0","0","0","0","0","0","0","0","25000","0","701100","25000","","","user_1femj2","Pembeli 4224","6284323662815","Jl. Mawar No. 23, RT 02/RW 03","Depok","Jawa Barat","2024-04-18 14:30"
"240604YS8BH95H","Selesai","","","SPX1987026692","Reguler","Pick-up","2024-06-06 08:39","2024-06-05 00:39","2024-06-04 07:18","2024-06-04 08:39","Kartu Kredit","ROK-083","Rok Mini Wanita Vintage Import","ROK-083-Coklat-S","Coklat, S","309000","228100","5","0","1140500","404500","0","15000","159","5","795","0","0","15000","0","0","0","0","0","0","30000","0","1125500","30000","","","user_kh7kx0","Pembeli 6744","6282276345505","Jl. Mawar No. 59, RT 01/RW 02","Bekasi","Jawa Barat","2024-06-09 00:39"
"240323AGKAVRC6","Selesai","","","JP4329909737","Hemat","Pick-up","2024-03-25 14:15","2024-03-24 22:15","2024-03-23 13:13","2024-03-23 14:15","SPayLater","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Dusty pink-L","Dusty pink, L","139000","98900","4","0","395600","160400","0","0","279","4","1116","0","0","0","0","0","0","0","0","10000","0","0","405600","10000","","","user_2api7o","Pembeli 3139","6282933981072","Jl. Mawar No. 82, RT 09/RW 08","Surabaya","Jawa Timur","2024-03-28 22:15"
"240102XK7WNG1V","Selesai","","","SPX6820753485","Same Day","Antar ke counter","2024-01-04 12:02","2024-01-03 11:02","2024-01-02 10:22","2024-01-02 12:02","Kartu Kredit","SWE-080","Sweater Wanita Korean Style Terbaru","SWE-080-Navy-L","Navy, L","200000","127200","3","0","381600","218400","0","0","347","3","1041","0","0","0","0","0","0","1659","0","20000","0","0","399941","20000","","","user_kgghkh","Pembeli 3093","6284557825814","Jl. Mawar No. 98, RT 01/RW 01","Surabaya","Jawa Timur","2024-01-06 11:02"
"240922LQIPN9JT","Selesai","","","SICEPAT6004106332","Reguler","Pick-up","2024-09-24 01:34","2024-09-23 10:34","2024-09-22 01:33","2024-09-22 01:34","ShopeePay","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Hitam-XL","Hitam, XL","37000","26000","2","0","52000","22000","5000","0","398","2","796","5000","0","0","0","0","0","0","0","0","10000","0","47000","10000","","","user_m9weri","Pembeli 1573","6287400154822","Jl. Mawar No. 98, RT 04/RW 03","Yogyakarta","DI Yogyakarta","2024-09-28 10:34"
"240330AX2FFB3X","Selesai","","","JNT1093390302","Same Day","Pick-up","2024-04-01 23:08","2024-03-31 17:08","2024-03-30 21:53","2024-03-30 23:08","COD","SET-030","Setelan Wanita Vintage Murah","SET-030-Mustard-All Size","Mustard, All Size","252000","189900","5","0","949500","310500","0","15000","190","5","950","0","0","15000","0","0","0","1423","0","0","10000","0","933077","10000","","","user_51tk2z","Pembeli 9733","6287470168743","Jl. Mawar No. 53, RT 04/RW 09","Depok","Jawa Barat","2024-04-01 17:08"
"240605YPGPNEXX","Selesai","","","JNT7835454081","Same Day","Pick-up","2024-06-07 23:20","2024-06-07 22:20","2024-06-05 22:45","2024-06-05 23:20","SPayLater","DRE-066","Dress Wanita Polos Terbaru","DRE-066-Maroon-S","Maroon, S","244000","211400","3","0","634200","97800","5000","0","318","3","954","5000","0","0","0","0","0","0","0","0","10000","0","629200","10000","","","user_uy6tiw","Pembeli 4342","6289466044632","Jl. Mawar No. 19, RT 03/RW 05","Bandung","Jawa Barat","2024-06-08 22:20"
"240219WQWA9QCA","Selesai","","","JNT6891262964","Instant","Antar ke counter","2024-02-21 21:39","2024-02-20 23:39","2024-02-19 19:54","2024-02-19 21:39","COD","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Mustard-L","Mustard, L","34000","21300","3","0","63900","38100","0","15000","320","3","960","0","0","15000","0","0","0","3893","0","15000","0","0","60007","15000","","","user_rypzlv","Pembeli 2039","6283936086173","Jl. Mawar No. 50, RT 01/RW 03","Medan","Sumatera Utara","2024-02-23 23:39"
"240425SF2XOLZO","Selesai","","","SPX7137366507","Kargo","Pick-up","2024-04-27 02:35","2024-04-25 17:35","2024-04-25 01:29","2024-04-25 02:35","Kartu Kredit","DRE-012","Dress Wanita Motif Bunga Import","DRE-012-Dusty pink-All Size","Dusty pink, All Size","425000","359000","5","0","1795000","330000","0","0","224","5","1120","0","0","0","0","0","0","0","0","0","5000","0","1795000","5000","","","user_o8pwiu","Pembeli 2963","6289922581936","Jl. Mawar No. 53, RT 07/RW 08","Surabaya","Jawa Timur","2024-04-30 17:35"
"24052480HLROB9","Selesai","","","SICEPAT2586354180","Same Day","Pick-up","2024-05-26 01:56","2024-05-25 07:56","2024-05-24 00:41","2024-05-24 01:56","SPayLater","SWE-079","Sweater Wanita Korean Style Terbaru","SWE-079-Maroon-M","Maroon, M","354000","301300","5","0","1506500","263500","0","0","258","5","1290","0","0","0","0","0","0","2959","0","0","5000","0","1503541","5000","","","user_jqz1ph","Pembeli 7314","6281470102834","Jl. Mawar No. 54, RT 02/RW 06","Tangerang","Banten","2024-05-30 07:56"
"2411167MC7NY6V","Selesai","","","SPX9746587472","Hemat","Antar ke counter","2024-11-18 08:31","2024-11-18 06:31","2024-11-16 08:08","2024-11-16 08:31","Kartu Kredit","ROK-099","Rok Mini Wanita Basic Bahan Adem","ROK-099-Beige-L","Beige, L","127000","105400","1","0","105400","21600","0","0","215","1","215","0","0","0","0","0","0","0","0","0","15000","0","105400","15000","","","user_f4j10y","Pembeli 2920","6282078179712","Jl. Mawar No. 40, RT 04/RW 09","Makassar","Sulawesi Selatan","2024-11-20 06:31"
"240114ICQXVZ11","Selesai","","","JP1605767775","Hemat","Pick-up","2024-01-16 21:07","2024-01-15 13:07","2024-01-14 20:22","2024-01-14 21:07","COD","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Dusty pink-M","Dusty pink, M","34000","26100","3","0","78300","23700","10000","15000","320","3","960","10000","0","15000","0","0","0","3650","0","0","5000","0","49650","5000","","","user_vrki9d","Pembeli 1762","6284739531315","Jl. Mawar No. 40, RT 03/RW 03","Bandung","Jawa Barat","2024-01-18 13:07"
"241017T8JYWMA1","Selesai","","","SICEPAT0328360784","Reguler","Pick-up","2024-10-19 07:23","2024-10-18 01:23","2024-10-17 07:12","2024-10-17 07:23","Kartu Kredit","SWE-072","Sweater Wanita Casual Murah","SWE-072-Lilac-L","Lilac, L","65000","41100","2","0","82200","47800","5000","0","375","2","750","5000","0","0","0","0","0","0","0","0","10000","0","77200","10000","","","user_3e93zm","Pembeli 7588","6285683555499","Jl. Mawar No. 53, RT 04/RW 07","Depok","Jawa Barat","2024-10-19 01:23"
"2405256UX4KUVD","Selesai","","","JP7495297643","Reguler","Antar ke counter","2024-05-27 22:41","2024-05-27 10:41","2024-05-25 21:27","2024-05-25 22:41","Transfer Bank","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Putih-All Size","Putih, All Size","139000","83500","4","0","334000","222000","5000","0","279","4","1116","5000","0","0","0","0","0","0","0","0","30000","0","329000","30000","","","user_8df70p","Pembeli 5684","6286669451902","Jl. Mawar No. 62, RT 09/RW 04","Yogyakarta","DI Yogyakarta","2024-05-29 10:41"
"240402DLK8I174","Diproses","","","SPX8510571447","Kargo","Pick-up","2024-04-04 20:16","2024-04-03 21:16","2024-04-02 20:10","2024-04-02 20:16","Kartu Kredit","KEM-032","Kemeja Wanita Kekinian Terbaru","KEM-032-Dusty pink-S","Dusty pink, S","350000","259300","1","0","259300","90700","0","0","226","1","226","0","0","0","0","0","0","0","0","0","20000","0","259300","20000","","","user_0obkuh","Pembeli 9003","6282205992033","Jl. Mawar No. 72, RT 09/RW 06","Semarang","Jawa Tengah",""
"240502FDVBWEVS","Selesai","","","SPX7312250874","Reguler","Antar ke counter","2024-05-04 18:24","2024-05-03 17:24","2024-05-02 17:14","2024-05-02 18:24","ShopeePay","ROK-076","Rok Mini Wanita Vintage Bahan Adem","ROK-076-Lilac-All Size","Lilac, All Size","109000","101800","2","0","203600","14400","0","0","219","2","438","0","0","0","0","0","0","2290","0","5000","0","0","206310","5000","","","user_qojyss","Pembeli 2848","6285550022301","Jl. Mawar No. 31, RT 04/RW 09","Makassar","Sulawesi Selatan","2024-05-08 17:24"
