"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Toko","2024-11-27","Peralatan Elektronik Dapur Kecil","[NEW] Blender","2L","692000","3","2076000","Qris",""
"Toko","2024-11-27","Peralatan Baking","[NEW] Kuas Kue","Hitam","118000","4","472000","Tf",""
"Live","2024-11-27","Peralatan Minum","[PRV] Termos","Hitam","36500","3","109500","Qris","088450857108"
"Toko","2024-11-28","Peralatan Pengukuran","[NEW] Timbangan Dapur","Stainless","74000","3","222000","Tf",""
"Live","2024-11-28","Peralatan Penyajian","[NEW] Mangkuk Saji","2L","56000","2","112000","Qris","082927406706"
"Live","2024-11-28","Peralatan Minum","[SCD] Teko Air","Kecil","48500","4","194000","Tf","087969707487"
"Live","2024-11-28","Peralatan Memasak Utama","[SCD] Teflon","5L","106000","5","530000","Qris","087503118160"
"Toko","2024-11-28","Peralatan Minum","[NEW] Mug Keramik","5L","31000","4","124000","Qris",""
"Live","2024-11-28","Peralatan Pengukuran","[NEW] Gelas Ukur","1.5L","98000","3","294000","Tf","084194530465"
"Live","2024-11-28","Peralatan Khusus / Unik","[PRV] Pemecah Kemiri","Hitam","57500","4","230000","Qris","086439690027"
"Toko","2024-11-29","Peralatan Pengukuran","[PRV] Timbangan Dapur","Silver","41500","4","166000","Qris",""
"Live","2024-11-29","Peralatan Pemanas","[NEW] Oven","250ml","337000","1","337000","Qris","082458329204"
"Toko","2024-11-29","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Hitam","7500","5","37500","Cash",""
"Toko","2024-11-29","Peralatan Pemotong Khusus","[NEW] Peeler","Kecil","98000","3","294000","Cash",""
"Live","2024-11-29","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","Sedang","41000","1","41000","Tf","086512866160"
"Live","2024-11-30","Peralatan Pemotong Khusus","[PRV] Peeler","1L","26500","3","79500","Tf","089682820476"
"Live","2024-11-30","Peralatan Pemanas","[SCD] Kompor Listrik","2L","393000","3","1179000","Qris","083356404496"
"Live","2024-11-30","Peralatan Khusus / Unik","[NEW] Cetakan Bento","2L","99000","1","99000","Tf","087719039531"
"Live","2024-12-01","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Stainless","16000","2","32000","Qris","084841365558"
"Live","2024-12-01","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","5L","1260000","2","2520000","Tf","082396364128"
"Live","2024-12-02","Peralatan Minum","[PRV] Mug Keramik","250ml","50500","4","202000","Tf","089235478647"
"Toko","2024-12-02","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Biru","560500","5","2802500","Cash",""
"Toko","2024-12-02","Peralatan Pengukuran","[NEW] Sendok Takar","2L","78000","1","78000","Qris",""
"Live","2024-12-03","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Silver","24000","5","120000","Qris","089272807087"
"Toko","2024-12-04","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Besar","18500","2","37000","Qris",""
"Toko","2024-12-04","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Besar","90000","5","450000","Qris",""
"Live","2024-12-04","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Stainless","47000","5","235000","Qris","087053181477"
"Toko","2024-12-04","Peralatan Pendingin","[NEW] Ice Box","1.5L","94000","1","94000","Tf",""
"Live","2024-12-05","Peralatan Pengukuran","[NEW] Sendok Takar","Hitam","23000","1","23000","Qris","087602328671"
"Live","2024-12-06","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","Besar","40000","2","80000","Tf","084408542511"
"Toko","2024-12-07","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Besar","54000","4","216000","Qris",""
"Toko","2024-12-07","Peralatan Pemotong Khusus","[PRV] Peeler","Biru","29500","2","59000","Qris",""
"Toko","2024-12-07","Peralatan Pengukuran","[PRV] Timbangan Dapur","Kayu","23000","2","46000","Tf",""
"Live","2024-12-07","Peralatan Penyimpanan Makanan","[SCD] Kotak Makan Plastik","Putih","12500","4","50000","Tf","086842056217"
"Toko","2024-12-07","Peralatan Pendingin","[PRV] Ice Box","500ml","14000","1","14000","Tf",""
"Live","2024-12-07","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Hitam","696000","4","2784000","Tf","082919767567"
"Toko","2024-12-08","Peralatan Pemanas","[NEW] Oven","Silver","1389000","1","1389000","Tf",""
"Toko","2024-12-09","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Kecil","74000","5","370000","Tf",""
"Toko","2024-12-09","Peralatan Khusus / Unik","[PRV] Pengupas Nanas","5L","56000","5","280000","Tf",""
"Toko","2024-12-10","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","5L","29000","1","29000","Tf",""
"Live","2024-12-10","Peralatan Pemanas","[SCD] Microwave","Hitam","456500","3","1369500","Qris","082627916379"
"Live","2024-12-10","Peralatan Baking","[NEW] Kuas Kue","Putih","147000","4","588000","Tf","083801226046"
"Live","2024-12-10","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","Sedang","70000","4","280000","Tf","083002171752"
"Live","2024-12-11","Peralatan Minum","[NEW] Gelas Kaca","Putih","50000","4","200000","Tf","088280927254"
"Live","2024-12-11","Peralatan Pemanas","[PRV] Kompor Gas","Putih","574500","1","574500","Tf","088801667534"
"Toko","2024-12-12","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","5L","65000","4","260000","Cash",""
"Live","2024-12-12","Peralatan Persiapan Bahan","[PRV] Talenan","Silver","26500","5","132500","Qris","086915005536"
"Toko","2024-12-12","Peralatan Baking","[NEW] Kuas Kue","Silver","229000","5","1145000","Cash",""
"Toko","2024-12-12","Peralatan Memasak Utama","[NEW] Panci","250ml","283000","5","1415000","Qris",""
"Toko","2024-12-12","Peralatan Pendingin","[SCD] Cetakan Es Batu","Biru","35000","2","70000","Qris",""
"Toko","2024-12-12","Peralatan Pemanas","[SCD] Kompor Listrik","1.5L","684000","4","2736000","Qris",""
"Live","2024-12-12","Peralatan Penyajian","[PRV] Piring Kaca","Merah","38000","3","114000","Qris","084037603121"
"Live","2024-12-12","Peralatan Pengaduk & Pencampur","[NEW] Whisk","Biru","55000","3","165000","Tf","086407176053"
"Toko","2024-12-12","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","5L","79000","3","237000","Qris",""
"Live","2024-12-12","Peralatan Kebersihan Dapur","[PRV] Tempat Sabun","1L","43500","4","174000","Tf","082513206515"
"Toko","2024-12-12","Peralatan Pemanas","[NEW] Microwave","Kayu","815000","2","1630000","Qris",""
"Toko","2024-12-13","Peralatan Pengukuran","[NEW] Sendok Takar","500ml","55000","5","275000","Cash",""
"Live","2024-12-13","Peralatan Pendingin","[NEW] Ice Box","Putih","21000","1","21000","Qris","085298243192"
"Toko","2024-12-14","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Biru","33000","1","33000","Tf",""
"Toko","2024-12-14","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Silver","9500","2","19000","Qris",""
"Toko","2024-12-14","Peralatan Pemotong Khusus","[PRV] Gunting Dapur","250ml","61500","1","61500","Cash",""
"Toko","2024-12-14","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","1.5L","44000","2","88000","Tf",""
"Toko","2024-12-15","Peralatan Baking","[NEW] Kuas Kue","Biru","212000","3","636000","Qris",""
"Live","2024-12-15","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","1.5L","908000","3","2724000","Qris","081654540997"
"Live","2024-12-15","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Biru","54000","1","54000","Tf","088459241580"
"Toko","2024-12-15","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","2L","58000","4","232000","Qris",""
"Toko","2024-12-15","Peralatan Pengaduk & Pencampur","[PRV] Spatula","1L","63500","3","190500","Cash",""
"Live","2024-12-15","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Besar","67000","5","335000","Tf","083924330161"
"Toko","2024-12-15","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","5L","14000","5","70000","Cash",""
"Toko","2024-12-15","Peralatan Pemanas","[NEW] Kompor Gas","Biru","1103000","3","3309000","Cash",""
"Live","2024-12-15","Peralatan Pemanas","[PRV] Microwave","Silver","663500","1","663500","Tf","086104748504"
"Live","2024-12-15","Peralatan Pemanas","[PRV] Kompor Listrik","Plastik","528500","4","2114000","Qris","086565493522"
"Toko","2024-12-15","Peralatan Penyajian","[SCD] Piring Saji","Merah","32000","3","96000","Tf",""
"Toko","2024-12-16","Peralatan Pendingin","[NEW] Ice Box","Kecil","63000","2","126000","Qris",""
"Toko","2024-12-16","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Putih","43000","5","215000","Cash",""
"Live","2024-12-16","Peralatan Persiapan Bahan","[NEW] Talenan","Biru","92000","1","92000","Tf","082938596541"
"Live","2024-12-16","Peralatan Persiapan Bahan","[NEW] Cobek","250ml","44000","2","88000","Tf","085648526786"
"Live","2024-12-16","Peralatan Minum","[NEW] Teko Air","Sedang","70000","3","210000","Tf","082515399649"
"Live","2024-12-16","Peralatan Pengukuran","[SCD] Gelas Ukur","500ml","13500","4","54000","Qris","089022993492"
"Live","2024-12-16","Peralatan Penyajian","[NEW] Piring Saji","Kayu","50000","3","150000","Tf","088181690242"
"Live","2024-12-17","Peralatan Pengukuran","[PRV] Sendok Takar","Besar","35500","3","106500","Tf","083008556301"
"Toko","2024-12-17","Peralatan Penyajian","[SCD] Piring Saji","Merah","27500","4","110000","Tf",""
"Live","2024-12-17","Peralatan Baking","[NEW] Loyang Kue","Kayu","120000","1","120000","Qris","084417500193"
"Live","2024-12-17","Peralatan Baking","[NEW] Rolling Pin","Sedang","95000","1","95000","Tf","082877707509"
"Toko","2024-12-17","Peralatan Memasak Utama","[SCD] Wajan","5L","95000","5","475000","Qris",""
"Toko","2024-12-18","Peralatan Memasak Utama","[PRV] Panci","5L","91000","4","364000","Tf",""
"Live","2024-12-18","Peralatan Minum","[NEW] Teko Air","Hitam","72000","2","144000","Tf","082399879832"
"Live","2024-12-18","Peralatan Pengaduk & Pencampur","[NEW] Centong","2L","53000","4","212000","Qris","081682019813"
"Live","2024-12-18","Peralatan Pengukuran","[NEW] Timbangan Dapur","Kayu","67000","3","201000","Qris","084345967733"
"Live","2024-12-18","Peralatan Persiapan Bahan","[NEW] Cobek","Merah","81000","1","81000","Tf","083110518859"
"Toko","2024-12-19","Peralatan Pemanas","[NEW] Kompor Gas","Biru","789000","2","1578000","Tf",""
"Live","2024-12-19","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","Stainless","41000","3","123000","Tf","088450654521"
"Live","2024-12-19","Peralatan Persiapan Bahan","[NEW] Baskom","Putih","30000","4","120000","Qris","081601343245"
"Live","2024-12-19","Peralatan Pemanas","[SCD] Oven","5L","622000","5","3110000","Tf","087481140331"
"Live","2024-12-19","Peralatan Minum","[NEW] Mug Keramik","Biru","15000","3","45000","Qris","085215449074"
"Toko","2024-12-20","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Silver","83000","1","83000","Tf",""
"Toko","2024-12-20","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Plastik","91000","5","455000","Cash",""
"Toko","2024-12-20","Peralatan Elektronik Dapur Kecil","[SCD] Blender","Silver","616000","1","616000","Cash",""
"Toko","2024-12-20","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Sedang","168000","4","672000","Qris",""
"Live","2024-12-20","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Plastik","89000","4","356000","Qris","083537675082"
"Live","2024-12-20","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Plastik","10000","2","20000","Qris","082837799929"
"Live","2024-12-21","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Biru","90000","5","450000","Qris","084100207187"
"Live","2024-12-21","Peralatan Minum","[NEW] Termos","Merah","60000","4","240000","Tf","082373703600"
"Toko","2024-12-21","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","Hitam","7500","1","7500","Cash",""
"Toko","2024-12-21","Peralatan Persiapan Bahan","[NEW] Cobek","Putih","63000","4","252000","Qris",""
"Live","2024-12-21","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","250ml","45000","3","135000","Qris","083552213229"
"Live","2024-12-21","Peralatan Pemanas","[NEW] Microwave","Biru","1260000","4","5040000","Qris","084441045386"
"Toko","2024-12-21","Peralatan Minum","[SCD] Termos","Plastik","46000","1","46000","Tf",""
"Live","2024-12-22","Peralatan Minum","[PRV] Mug Keramik","Stainless","18000","2","36000","Qris","084030989009"
"Live","2024-12-22","Peralatan Persiapan Bahan","[PRV] Mangkuk Adonan","1L","35000","1","35000","Qris","086075099529"
"Toko","2024-12-22","Peralatan Elektronik Dapur Kecil","[PRV] Blender","Stainless","784000","2","1568000","Tf",""
"Live","2024-12-22","Peralatan Minum","[NEW] Termos","Kecil","48000","1","48000","Tf","087164133208"
"Toko","2024-12-22","Peralatan Pengukuran","[NEW] Timbangan Dapur","Hitam","74000","4","296000","Tf",""
"Toko","2024-12-22","Peralatan Elektronik Dapur Kecil","[NEW] Blender","1.5L","530000","3","1590000","Cash",""
"Live","2024-12-22","Peralatan Minum","[NEW] Termos","1L","38000","2","76000","Qris","088477946517"
"Live","2024-12-22","Peralatan Pendingin","[NEW] Ice Box","1.5L","29000","5","145000","Tf","085650894447"
"Toko","2024-12-23","Peralatan Penyajian","[PRV] Piring Saji","Sedang","62500","3","187500","Qris",""
"Toko","2024-12-23","Peralatan Pengukuran","[SCD] Sendok Takar","Stainless","47500","3","142500","Cash",""
"Toko","2024-12-23","Peralatan Pemanas","[SCD] Microwave","250ml","154000","2","308000","Cash",""
"Toko","2024-12-23","Peralatan Penyajian","[NEW] Nampan","5L","42000","4","168000","Tf",""
"Live","2024-12-23","Peralatan Penyajian","[NEW] Mangkuk Saji","1L","88000","2","176000","Qris","084418562362"
"Toko","2024-12-23","Peralatan Pengukuran","[NEW] Sendok Takar","Sedang","78000","3","234000","Qris",""
"Toko","2024-12-23","Peralatan Pemanas","[NEW] Kompor Listrik","Hitam","612000","2","1224000","Cash",""
"Live","2024-12-23","Peralatan Pemanas","[SCD] Kompor Listrik","Stainless","613500","4","2454000","Qris","086564829626"
"Live","2024-12-24","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","250ml","90000","3","270000","Qris","089734100994"
"Live","2024-12-24","Peralatan Minum","[NEW] Gelas Kaca","Putih","44000","1","44000","Qris","084361365358"
"Toko","2024-12-24","Peralatan Minum","[NEW] Mug Keramik","250ml","42000","1","42000","Tf",""
"Toko","2024-12-24","Peralatan Penyajian","[NEW] Nampan","Putih","35000","2","70000","Qris",""
"Live","2024-12-24","Peralatan Persiapan Bahan","[SCD] Baskom","Putih","26500","1","26500","Tf","081736478609"
"Live","2024-12-24","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Besar","83000","5","415000","Tf","083471410089"
"Toko","2024-12-25","Peralatan Penyaring & Peniris","[SCD] Keranjang Cuci Sayur","Silver","8500","3","25500","Qris",""
"Toko","2024-12-25","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Putih","59000","3","177000","Tf",""
"Toko","2024-12-25","Peralatan Pendingin","[SCD] Ice Box","Merah","18000","1","18000","Qris",""
"Toko","2024-12-25","Peralatan Penyimpanan Makanan","[PRV] Kotak Makan Plastik","500ml","55500","1","55500","Qris",""
"Live","2024-12-25","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Putih","52000","5","260000","Tf","083569887039"
"Live","2024-12-25","Peralatan Memasak Utama","[PRV] Panci","2L","181500","2","363000","Tf","088819736842"
"Live","2024-12-25","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","500ml","10000","3","30000","Qris","085146175346"
"Live","2024-12-25","Peralatan Pemotong Khusus","[NEW] Peeler","Putih","40000","4","160000","Qris","087481496777"
"Live","2024-12-25","Peralatan Minum","[NEW] Gelas Kaca","Kayu","59000","5","295000","Tf","086613745679"
"Toko","2024-12-25","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","5L","20000","1","20000","Cash",""
"Toko","2024-12-25","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Silver","84000","1","84000","Cash",""
"Toko","2024-12-26","Peralatan Baking","[NEW] Kuas Kue","Hitam","218000","3","654000","Qris",""
"Live","2024-12-26","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Kayu","96000","3","288000","Qris","081390492774"
"Toko","2024-12-26","Peralatan Pendingin","[SCD] Cooler Bag","Plastik","10500","2","21000","Tf",""
"Toko","2024-12-26","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Sedang","27000","5","135000","Tf",""
"Toko","2024-12-26","Peralatan Penyajian","[SCD] Piring Saji","5L","16500","2","33000","Tf",""
"Toko","2024-12-26","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Kecil","772000","5","3860000","Tf",""
"Live","2024-12-26","Peralatan Pemotong Khusus","[SCD] Pisau Roti","Stainless","22500","3","67500","Tf","082422735891"
"Live","2024-12-26","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","1L","1482000","5","7410000","Qris","089334734901"
"Live","2024-12-27","Peralatan Pengukuran","[NEW] Gelas Ukur","Kecil","27000","4","108000","Qris","086095209876"
"Live","2024-12-27","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","2L","16000","1","16000","Qris","085757670715"
"Toko","2024-12-27","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","500ml","11000","2","22000","Tf",""
"Live","2024-12-27","Peralatan Minum","[NEW] Termos","Silver","16000","2","32000","Qris","082230121117"
"Live","2024-12-27","Peralatan Pemanas","[SCD] Microwave","Plastik","739500","5","3697500","Qris","082470556329"
"Live","2024-12-27","Peralatan Memasak Utama","[PRV] Panci","500ml","164500","4","658000","Qris","088049653874"
"Live","2024-12-27","Peralatan Memasak Utama","[NEW] Panci","250ml","91000","4","364000","Qris","085555989934"
"Toko","2024-12-27","Peralatan Baking","[SCD] Loyang Kue","Kecil","50000","4","200000","Tf",""
"Toko","2024-12-27","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Kecil","17000","4","68000","Tf",""
"Live","2024-12-27","Peralatan Khusus / Unik","[SCD] Cetakan Bento","1L","28500","5","142500","Qris","085551217769"
"Toko","2024-12-27","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Stainless","15000","1","15000","Tf",""
"Live","2024-12-28","Peralatan Persiapan Bahan","[SCD] Talenan","Kecil","34000","2","68000","Qris","089852007807"
"Toko","2024-12-28","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Plastik","43500","3","130500","Tf",""
"Toko","2024-12-28","Peralatan Persiapan Bahan","[NEW] Cobek","Putih","50000","2","100000","Cash",""
"Toko","2024-12-28","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","2L","25000","3","75000","Cash",""
"Toko","2024-12-28","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Silver","97000","4","388000","Cash",""
"Live","2024-12-28","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","1L","72000","2","144000","Qris","084877016358"
"Live","2024-12-30","Peralatan Penyimpanan Makanan","[PRV] Toples Kaca","Merah","69500","4","278000","Tf","086462243958"
"Toko","2024-12-30","Peralatan Baking","[NEW] Kuas Kue","Hitam","83000","1","83000","Cash",""
"Live","2024-12-30","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","250ml","11000","4","44000","Tf","084607989610"
"Live","2024-12-30","Peralatan Minum","[SCD] Teko Air","Biru","21500","2","43000","Qris","086012435868"
"Toko","2024-12-30","Peralatan Persiapan Bahan","[NEW] Cobek","Kecil","50000","1","50000","Qris",""
"Live","2024-12-30","Peralatan Pendingin","[NEW] Cooler Bag","Besar","58000","2","116000","Qris","082803132942"
